path,bytes,role
data/synthetic_documents/clean/DOC-0127_invoice_dispute_letter.docx,1464,synthetic document
data/synthetic_documents/clean/DOC-0129_formal_notice.docx,1434,synthetic document
data/synthetic_documents/clean/DOC-0131_formal_notice.pdf,1761,synthetic document
data/synthetic_documents/clean/DOC-0134_court_summons.pdf,1872,synthetic document
data/synthetic_documents/clean/DOC-0137_formal_notice.docx,1482,synthetic document
data/synthetic_documents/clean/DOC-0138_employment_termination_letter.pdf,1819,synthetic document
data/synthetic_documents/clean/DOC-0139_invoice_dispute_letter.docx,1462,synthetic document
data/synthetic_documents/clean/DOC-0140_employment_termination_letter.png,26211,synthetic document
data/synthetic_documents/clean/DOC-0141_formal_notice.docx,1439,synthetic document
data/synthetic_documents/clean/DOC-0142_formal_notice.docx,1383,synthetic document
data/synthetic_documents/clean/DOC-0143_formal_notice.pdf,1572,synthetic document
data/synthetic_documents/clean/DOC-0144_invoice_dispute_letter.pdf,1777,synthetic document
data/synthetic_documents/clean/DOC-0145_court_summons.docx,1483,synthetic document
data/synthetic_documents/clean/DOC-0147_employment_termination_letter.pdf,1761,synthetic document
data/synthetic_documents/clean/DOC-0148_invoice_dispute_letter.docx,1462,synthetic document
data/synthetic_documents/clean/DOC-0149_formal_notice.jpg,65085,synthetic document
data/synthetic_documents/clean/DOC-0150_court_summons.docx,1487,synthetic document
data/synthetic_documents/clean/DOC-0151_administrative_decision.jpg,66117,synthetic document
data/synthetic_documents/clean/DOC-0152_court_summons.pdf,1845,synthetic document
data/synthetic_documents/clean/DOC-0155_court_summons.docx,1509,synthetic document
data/synthetic_documents/clean/DOC-0157_formal_notice.png,24312,synthetic document
data/synthetic_documents/clean/DOC-0160_employment_termination_letter.pdf,1783,synthetic document
data/synthetic_documents/clean/DOC-0161_invoice_dispute_letter.pdf,1879,synthetic document
data/synthetic_documents/clean/DOC-0163_formal_notice.docx,1482,synthetic document
data/synthetic_documents/clean/DOC-0166_shareholder_letter.docx,1444,synthetic document
data/synthetic_documents/clean/DOC-0167_formal_notice.docx,1501,synthetic document
data/synthetic_documents/clean/DOC-0169_formal_notice.png,25348,synthetic document
data/synthetic_documents/clean/DOC-0170_administrative_decision.pdf,1771,synthetic document
data/synthetic_documents/clean/DOC-0171_formal_notice.png,22256,synthetic document
data/synthetic_documents/clean/DOC-0172_court_summons.pdf,1807,synthetic document
data/synthetic_documents/clean/DOC-0174_formal_notice.docx,1465,synthetic document
data/synthetic_documents/clean/DOC-0175_invoice_dispute_letter.pdf,1758,synthetic document
data/synthetic_documents/clean/DOC-0177_invoice_dispute_letter.docx,1441,synthetic document
data/synthetic_documents/clean/DOC-0179_formal_notice.docx,1505,synthetic document
data/synthetic_documents/clean/DOC-0180_formal_notice.pdf,1839,synthetic document
data/synthetic_documents/clean/DOC-0181_formal_notice.pdf,1734,synthetic document
data/synthetic_documents/clean/DOC-0182_invoice_dispute_letter.docx,1493,synthetic document
data/synthetic_documents/clean/DOC-0185_formal_notice.docx,1444,synthetic document
data/synthetic_documents/clean/DOC-0188_employment_termination_letter.pdf,1704,synthetic document
data/synthetic_documents/clean/DOC-0190_court_summons.pdf,1874,synthetic document
data/synthetic_documents/clean/DOC-0191_formal_notice.pdf,1932,synthetic document
data/synthetic_documents/clean/DOC-0192_employment_termination_letter.docx,1461,synthetic document
data/synthetic_documents/clean/DOC-0194_formal_notice.docx,1435,synthetic document
data/synthetic_documents/clean/DOC-0195_court_summons.pdf,1808,synthetic document
data/synthetic_documents/clean/DOC-0197_court_summons.docx,1468,synthetic document
data/synthetic_documents/clean/DOC-0198_administrative_decision.png,24631,synthetic document
data/synthetic_documents/clean/DOC-0199_formal_notice.docx,1433,synthetic document
data/synthetic_documents/clean/DOC-0200_court_summons.pdf,1898,synthetic document
data/synthetic_documents/clean/DOC-0202_court_summons.docx,1532,synthetic document
data/synthetic_documents/clean/DOC-0203_formal_notice.pdf,1724,synthetic document
data/synthetic_documents/clean/DOC-0204_formal_notice.pdf,1758,synthetic document
data/synthetic_documents/clean/DOC-0205_invoice_dispute_letter.docx,1460,synthetic document
data/synthetic_documents/clean/DOC-0207_invoice_dispute_letter.png,25381,synthetic document
data/synthetic_documents/clean/DOC-0208_formal_notice.pdf,1734,synthetic document
data/synthetic_documents/clean/DOC-0210_employment_termination_letter.pdf,1756,synthetic document
data/synthetic_documents/clean/DOC-0211_invoice_dispute_letter.jpg,65194,synthetic document
data/synthetic_documents/clean/DOC-0213_court_summons.docx,1463,synthetic document
data/synthetic_documents/clean/DOC-0216_administrative_decision.docx,1444,synthetic document
data/synthetic_documents/clean/DOC-0217_invoice_dispute_letter.pdf,1699,synthetic document
data/synthetic_documents/clean/DOC-0218_invoice_dispute_letter.png,24502,synthetic document
data/synthetic_documents/clean/DOC-0219_shareholder_letter.png,24507,synthetic document
data/synthetic_documents/clean/DOC-0220_formal_notice.pdf,1692,synthetic document
data/synthetic_documents/clean/DOC-0221_formal_notice.pdf,1821,synthetic document
data/synthetic_documents/clean/DOC-0226_formal_notice.docx,1463,synthetic document
data/synthetic_documents/clean/DOC-0227_formal_notice.png,24464,synthetic document
data/synthetic_documents/clean/DOC-0228_formal_notice.pdf,1749,synthetic document
data/synthetic_documents/clean/DOC-0229_administrative_decision.docx,1468,synthetic document
data/synthetic_documents/clean/DOC-0230_formal_notice.docx,1423,synthetic document
data/synthetic_documents/clean/DOC-0231_shareholder_letter.docx,1466,synthetic document
data/synthetic_documents/clean/DOC-0233_invoice_dispute_letter.pdf,1799,synthetic document
data/synthetic_documents/clean/DOC-0234_administrative_decision.pdf,1751,synthetic document
data/synthetic_documents/clean/DOC-0235_formal_notice.docx,1457,synthetic document
data/synthetic_documents/clean/DOC-0237_shareholder_letter.png,24598,synthetic document
data/synthetic_documents/clean/DOC-0239_court_summons.pdf,1924,synthetic document
data/synthetic_documents/clean/DOC-0240_invoice_dispute_letter.pdf,1757,synthetic document
data/synthetic_documents/clean/DOC-0241_formal_notice.docx,1426,synthetic document
data/synthetic_documents/clean/DOC-0242_invoice_dispute_letter.jpg,62918,synthetic document
data/synthetic_documents/clean/DOC-0243_court_summons.pdf,1777,synthetic document
data/synthetic_documents/clean/DOC-0244_formal_notice.docx,1435,synthetic document
data/synthetic_documents/clean/DOC-0245_court_summons.png,26403,synthetic document
data/synthetic_documents/clean/DOC-0246_shareholder_letter.docx,1472,synthetic document
data/synthetic_documents/clean/DOC-0247_formal_notice.docx,1391,synthetic document
data/synthetic_documents/clean/DOC-0249_formal_notice.png,23399,synthetic document
data/synthetic_documents/clean/DOC-0251_formal_notice.pdf,1782,synthetic document
data/synthetic_documents/clean/DOC-0252_court_summons.pdf,1904,synthetic document
data/synthetic_documents/clean/DOC-0254_formal_notice.pdf,1820,synthetic document
data/synthetic_documents/clean/DOC-0255_formal_notice.jpg,64354,synthetic document
data/synthetic_documents/clean/DOC-0258_formal_notice.docx,1471,synthetic document
data/synthetic_documents/contradictory/DOC-0008_employment_termination_letter.docx,1485,synthetic document
data/synthetic_documents/contradictory/DOC-0035_shareholder_letter.docx,1510,synthetic document
data/synthetic_documents/contradictory/DOC-0040_court_summons.docx,1510,synthetic document
data/synthetic_documents/contradictory/DOC-0057_shareholder_letter.docx,1476,synthetic document
data/synthetic_documents/contradictory/DOC-0062_administrative_decision.docx,1482,synthetic document
data/synthetic_documents/contradictory/DOC-0075_formal_notice.docx,1452,synthetic document
data/synthetic_documents/contradictory/DOC-0077_employment_termination_letter.docx,1474,synthetic document
data/synthetic_documents/contradictory/DOC-0091_court_summons.docx,1478,synthetic document
data/synthetic_documents/contradictory/DOC-0098_court_summons.docx,1524,synthetic document
data/synthetic_documents/contradictory/DOC-0100_invoice_dispute_letter.pdf,1795,synthetic document
data/synthetic_documents/contradictory/DOC-0102_administrative_decision.pdf,1842,synthetic document
data/synthetic_documents/contradictory/DOC-0103_invoice_dispute_letter.docx,1488,synthetic document
data/synthetic_documents/contradictory/DOC-0112_formal_notice.docx,1500,synthetic document
data/synthetic_documents/contradictory/DOC-0123_formal_notice.pdf,1827,synthetic document
data/synthetic_documents/contradictory/DOC-0159_formal_notice.pdf,1829,synthetic document
data/synthetic_documents/contradictory/DOC-0164_invoice_dispute_letter.pdf,1848,synthetic document
data/synthetic_documents/contradictory/DOC-0173_court_summons.pdf,1971,synthetic document
data/synthetic_documents/contradictory/DOC-0209_formal_notice.pdf,1682,synthetic document
data/synthetic_documents/contradictory/DOC-0222_court_summons.docx,1493,synthetic document
data/synthetic_documents/degraded/DOC-0002_employment_termination_letter.jpg,47266,synthetic document
data/synthetic_documents/degraded/DOC-0003_employment_termination_letter.pdf,1731,synthetic document
data/synthetic_documents/degraded/DOC-0014_formal_notice.png,62725,synthetic document
data/synthetic_documents/degraded/DOC-0021_shareholder_letter.pdf,1788,synthetic document
data/synthetic_documents/degraded/DOC-0025_formal_notice.pdf,1710,synthetic document
data/synthetic_documents/degraded/DOC-0032_formal_notice.jpg,47304,synthetic document
data/synthetic_documents/degraded/DOC-0059_formal_notice.pdf,1757,synthetic document
data/synthetic_documents/degraded/DOC-0065_formal_notice.pdf,1770,synthetic document
data/synthetic_documents/degraded/DOC-0071_formal_notice.pdf,1728,synthetic document
data/synthetic_documents/degraded/DOC-0073_administrative_decision.png,80273,synthetic document
data/synthetic_documents/degraded/DOC-0079_court_summons.jpg,47816,synthetic document
data/synthetic_documents/degraded/DOC-0090_formal_notice.pdf,1926,synthetic document
data/synthetic_documents/degraded/DOC-0094_formal_notice.pdf,1724,synthetic document
data/synthetic_documents/degraded/DOC-0101_employment_termination_letter.pdf,1712,synthetic document
data/synthetic_documents/degraded/DOC-0105_invoice_dispute_letter.pdf,1862,synthetic document
data/synthetic_documents/degraded/DOC-0109_formal_notice.jpg,44613,synthetic document
data/synthetic_documents/degraded/DOC-0113_invoice_dispute_letter.jpg,48352,synthetic document
data/synthetic_documents/degraded/DOC-0117_administrative_decision.pdf,1744,synthetic document
data/synthetic_documents/degraded/DOC-0120_invoice_dispute_letter.pdf,1780,synthetic document
data/synthetic_documents/degraded/DOC-0122_court_summons.jpg,47619,synthetic document
data/synthetic_documents/degraded/DOC-0128_court_summons.pdf,1783,synthetic document
data/synthetic_documents/degraded/DOC-0136_invoice_dispute_letter.pdf,1745,synthetic document
data/synthetic_documents/degraded/DOC-0146_administrative_decision.pdf,1764,synthetic document
data/synthetic_documents/degraded/DOC-0158_formal_notice.pdf,1726,synthetic document
data/synthetic_documents/degraded/DOC-0162_court_summons.jpg,48270,synthetic document
data/synthetic_documents/degraded/DOC-0165_administrative_decision.jpg,47100,synthetic document
data/synthetic_documents/degraded/DOC-0176_formal_notice.pdf,1712,synthetic document
data/synthetic_documents/degraded/DOC-0178_formal_notice.jpg,46153,synthetic document
data/synthetic_documents/degraded/DOC-0183_formal_notice.jpg,43769,synthetic document
data/synthetic_documents/degraded/DOC-0184_formal_notice.pdf,1720,synthetic document
data/synthetic_documents/degraded/DOC-0186_employment_termination_letter.png,81073,synthetic document
data/synthetic_documents/degraded/DOC-0193_formal_notice.png,66125,synthetic document
data/synthetic_documents/degraded/DOC-0212_formal_notice.pdf,1862,synthetic document
data/synthetic_documents/degraded/DOC-0214_employment_termination_letter.jpg,47670,synthetic document
data/synthetic_documents/degraded/DOC-0215_formal_notice.png,79830,synthetic document
data/synthetic_documents/degraded/DOC-0225_formal_notice.png,80128,synthetic document
data/synthetic_documents/degraded/DOC-0232_court_summons.pdf,1756,synthetic document
data/synthetic_documents/degraded/DOC-0236_court_summons.pdf,1764,synthetic document
data/synthetic_documents/degraded/DOC-0238_shareholder_letter.pdf,1842,synthetic document
data/synthetic_documents/degraded/DOC-0248_employment_termination_letter.pdf,1708,synthetic document
data/synthetic_documents/degraded/DOC-0250_formal_notice.png,77852,synthetic document
data/synthetic_documents/missing_fields/DOC-0005_employment_termination_letter.png,22430,synthetic document
data/synthetic_documents/missing_fields/DOC-0007_court_summons.docx,1462,synthetic document
data/synthetic_documents/missing_fields/DOC-0011_formal_notice.docx,1431,synthetic document
data/synthetic_documents/missing_fields/DOC-0013_court_summons.pdf,1871,synthetic document
data/synthetic_documents/missing_fields/DOC-0015_employment_termination_letter.pdf,1655,synthetic document
data/synthetic_documents/missing_fields/DOC-0022_formal_notice.docx,1406,synthetic document
data/synthetic_documents/missing_fields/DOC-0051_invoice_dispute_letter.pdf,1801,synthetic document
data/synthetic_documents/missing_fields/DOC-0063_invoice_dispute_letter.pdf,1710,synthetic document
data/synthetic_documents/missing_fields/DOC-0068_employment_termination_letter.pdf,1706,synthetic document
data/synthetic_documents/missing_fields/DOC-0070_employment_termination_letter.docx,1423,synthetic document
data/synthetic_documents/missing_fields/DOC-0093_formal_notice.docx,1426,synthetic document
data/synthetic_documents/missing_fields/DOC-0114_court_summons.docx,1471,synthetic document
data/synthetic_documents/missing_fields/DOC-0130_formal_notice.docx,1474,synthetic document
data/synthetic_documents/missing_fields/DOC-0133_invoice_dispute_letter.docx,1453,synthetic document
data/synthetic_documents/missing_fields/DOC-0153_formal_notice.pdf,1674,synthetic document
data/synthetic_documents/missing_fields/DOC-0156_court_summons.docx,1468,synthetic document
data/synthetic_documents/missing_fields/DOC-0168_formal_notice.pdf,1516,synthetic document
data/synthetic_documents/missing_fields/DOC-0187_administrative_decision.docx,1448,synthetic document
data/synthetic_documents/missing_fields/DOC-0189_formal_notice.pdf,1518,synthetic document
data/synthetic_documents/missing_fields/DOC-0201_court_summons.docx,1462,synthetic document
data/synthetic_documents/missing_fields/DOC-0206_court_summons.pdf,1776,synthetic document
data/synthetic_documents/missing_fields/DOC-0223_formal_notice.png,26461,synthetic document
data/synthetic_documents/missing_fields/DOC-0224_administrative_decision.png,23300,synthetic document
data/synthetic_documents/missing_fields/DOC-0253_formal_notice.docx,1422,synthetic document
data/synthetic_documents/missing_fields/DOC-0256_invoice_dispute_letter.docx,1443,synthetic document
data/synthetic_documents/missing_fields/DOC-0257_employment_termination_letter.docx,1434,synthetic document
data/synthetic_documents/missing_fields/DOC-0260_shareholder_letter.docx,1440,synthetic document
data/synthetic_documents/multipage/DOC-0020_formal_notice.pdf,2501,synthetic document
data/synthetic_documents/multipage/DOC-0023_administrative_decision.pdf,2437,synthetic document
data/synthetic_documents/multipage/DOC-0034_administrative_decision.pdf,2439,synthetic document
data/synthetic_documents/multipage/DOC-0036_court_summons.pdf,2515,synthetic document
data/synthetic_documents/multipage/DOC-0037_invoice_dispute_letter.pdf,2431,synthetic document
data/synthetic_documents/multipage/DOC-0050_formal_notice.pdf,2322,synthetic document
data/synthetic_documents/multipage/DOC-0066_court_summons.pdf,2484,synthetic document
data/synthetic_documents/multipage/DOC-0080_administrative_decision.pdf,2399,synthetic document
data/synthetic_documents/multipage/DOC-0086_court_summons.pdf,2412,synthetic document
data/synthetic_documents/multipage/DOC-0108_formal_notice.pdf,2335,synthetic document
data/synthetic_documents/multipage/DOC-0116_invoice_dispute_letter.pdf,2338,synthetic document
data/synthetic_documents/multipage/DOC-0126_invoice_dispute_letter.pdf,2399,synthetic document
data/synthetic_documents/multipage/DOC-0132_formal_notice.pdf,2388,synthetic document
data/synthetic_documents/multipage/DOC-0135_invoice_dispute_letter.pdf,2448,synthetic document
data/synthetic_documents/multipage/DOC-0154_formal_notice.pdf,2209,synthetic document
data/synthetic_documents/multipage/DOC-0196_invoice_dispute_letter.pdf,2461,synthetic document
data/synthetic_documents/multipage/DOC-0259_employment_termination_letter.pdf,2326,synthetic document
data/synthetic_documents/samples/01_clean_formal_notice.pdf,1774,synthetic document
data/synthetic_documents/samples/02_employment_letter.docx,1428,synthetic document
data/synthetic_documents/samples/03_clean_scanned_contract_letter.png,26760,synthetic document
data/synthetic_documents/samples/04_degraded_phone_photo.jpg,46831,synthetic document
data/synthetic_documents/samples/05_missing_fields_notice.pdf,1608,synthetic document
data/synthetic_documents/samples/06_multiple_dates_summons.docx,1342,synthetic document
data/synthetic_documents/samples/07_multipage_contract_dispute.pdf,2463,synthetic document
data/synthetic_documents/samples/08_contradictory_amounts.docx,1545,synthetic document
data/synthetic_documents/samples/09_cardboard_invoice_dispute.pdf,1749,synthetic document
data/synthetic_documents/supporting/DOC-0001-S_formal_notice.docx,1444,synthetic document
data/synthetic_documents/supporting/DOC-0006-S_formal_notice.pdf,1858,synthetic document
data/synthetic_documents/supporting/DOC-0010-S_formal_notice.pdf,1670,synthetic document
data/synthetic_documents/supporting/DOC-0014-S_invoice_dispute_letter.jpg,44237,synthetic document
data/synthetic_documents/supporting/DOC-0032-S_court_summons.pdf,1761,synthetic document
data/synthetic_documents/supporting/DOC-0058-S_invoice_dispute_letter.docx,1448,synthetic document
data/synthetic_documents/supporting/DOC-0063-S_invoice_dispute_letter.pdf,1817,synthetic document
data/synthetic_documents/supporting/DOC-0074-S_invoice_dispute_letter.pdf,1796,synthetic document
data/synthetic_documents/supporting/DOC-0079-S_formal_notice.pdf,1880,synthetic document
data/synthetic_documents/supporting/DOC-0080-S_formal_notice.docx,1459,synthetic document
data/synthetic_documents/supporting/DOC-0081-S_invoice_dispute_letter.pdf,1954,synthetic document
data/synthetic_documents/supporting/DOC-0092-S_invoice_dispute_letter.jpg,66221,synthetic document
data/synthetic_documents/supporting/DOC-0096-S_formal_notice.jpg,46696,synthetic document
data/synthetic_documents/supporting/DOC-0097-S_court_summons.pdf,1594,synthetic document
data/synthetic_documents/supporting/DOC-0100-S_court_summons.docx,1431,synthetic document
data/synthetic_documents/supporting/DOC-0108-S_court_summons.jpg,60098,synthetic document
data/synthetic_documents/supporting/DOC-0110-S_formal_notice.jpg,46978,synthetic document
data/synthetic_documents/supporting/DOC-0113-S_invoice_dispute_letter.pdf,1828,synthetic document
data/synthetic_documents/supporting/DOC-0115-S_invoice_dispute_letter.pdf,1770,synthetic document
data/synthetic_documents/supporting/DOC-0122-S_formal_notice.pdf,1800,synthetic document
data/synthetic_documents/supporting/DOC-0129-S_formal_notice.pdf,1726,synthetic document
data/synthetic_documents/supporting/DOC-0131-S_court_summons.jpg,63974,synthetic document
data/synthetic_documents/supporting/DOC-0140-S_invoice_dispute_letter.pdf,1812,synthetic document
data/synthetic_documents/supporting/DOC-0141-S_invoice_dispute_letter.pdf,1709,synthetic document
data/synthetic_documents/supporting/DOC-0167-S_court_summons.pdf,1874,synthetic document
data/synthetic_documents/supporting/DOC-0174-S_invoice_dispute_letter.pdf,1764,synthetic document
data/synthetic_documents/supporting/DOC-0177-S_court_summons.jpg,62041,synthetic document
data/synthetic_documents/supporting/DOC-0178-S_formal_notice.jpg,61239,synthetic document
data/synthetic_documents/supporting/DOC-0181-S_court_summons.pdf,1734,synthetic document
data/synthetic_documents/supporting/DOC-0188-S_court_summons.jpg,45831,synthetic document
data/synthetic_documents/supporting/DOC-0189-S_formal_notice.docx,1370,synthetic document
data/synthetic_documents/supporting/DOC-0191-S_invoice_dispute_letter.jpg,72089,synthetic document
data/synthetic_documents/supporting/DOC-0192-S_court_summons.jpg,62450,synthetic document
data/synthetic_documents/supporting/DOC-0197-S_invoice_dispute_letter.pdf,1795,synthetic document
data/synthetic_documents/supporting/DOC-0198-S_invoice_dispute_letter.pdf,1700,synthetic document
data/synthetic_documents/supporting/DOC-0199-S_formal_notice.jpg,61042,synthetic document
data/synthetic_documents/supporting/DOC-0208-S_formal_notice.docx,1445,synthetic document
data/synthetic_documents/supporting/DOC-0214-S_invoice_dispute_letter.jpg,62794,synthetic document
data/synthetic_documents/supporting/DOC-0216-S_invoice_dispute_letter.jpg,46807,synthetic document
data/synthetic_documents/supporting/DOC-0227-S_formal_notice.pdf,1712,synthetic document
data/synthetic_documents/supporting/DOC-0229-S_invoice_dispute_letter.docx,1477,synthetic document
data/synthetic_documents/supporting/DOC-0231-S_formal_notice.pdf,1751,synthetic document
data/synthetic_documents/supporting/DOC-0233-S_court_summons.docx,1458,synthetic document
data/synthetic_documents/supporting/DOC-0235-S_court_summons.docx,1458,synthetic document
data/synthetic_documents/supporting/DOC-0242-S_invoice_dispute_letter.jpg,62918,synthetic document
data/synthetic_documents/supporting/DOC-0244-S_formal_notice.docx,1435,synthetic document
data/synthetic_documents/supporting/DOC-0245-S_court_summons.jpg,70710,synthetic document
data/synthetic_documents/supporting/DOC-0247-S_invoice_dispute_letter.docx,1399,synthetic document
data/synthetic_documents/supporting/DOC-0250-S_invoice_dispute_letter.docx,1462,synthetic document
data/synthetic_documents/supporting/DOC-0256-S_formal_notice.docx,1460,synthetic document
data/synthetic_test_results.csv,28385,synthetic dataset
database/klavis_ai_demo.sqlite,1691648,SQLite database
docs/AI_QUALITY_FRAMEWORK.md,4673,documentation
docs/ARCHITECTURE.md,6398,documentation
docs/AUDIT_EXISTANT.md,2301,documentation
docs/BUG_INVESTIGATION_CASES.md,7922,documentation
docs/CTO_REVIEW_WORKFLOW.md,4321,documentation
docs/DATA_DICTIONARY.md,6326,documentation
docs/DATA_PRIVACY.md,3967,documentation
docs/FINAL_QA.md,6663,documentation
docs/INSIGHTS.md,4393,documentation
docs/POWERBI_SQL_RECONCILIATION.md,5751,documentation
docs/RECRUITER_GUIDE.md,4253,documentation
docs/SECURITY_SCAN.md,1714,documentation
docs/SQL_ANALYSIS_RESULTS.md,19315,documentation
docs/TEST_REPORT.md,6925,documentation
docs/TEST_STRATEGY.md,5143,documentation
MANIFEST.csv,36424,project file
portfolio/case-study-assets/app_ai_quality_page.jpg,302882,portfolio asset
portfolio/case-study-assets/app_dashboard.jpg,243431,portfolio asset
portfolio/case-study-assets/powerbi_01_ai_quality_overview.jpg,128302,portfolio asset
