field_id,ai_run_id,date_key,document_type_id,provider_id,field_name,field_label,confidence,is_missing,has_conflict,expected_present,found_when_present,is_scored,is_correct,is_reviewed,was_corrected
100,38,20260113,4,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
101,38,20260113,4,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
102,38,20260113,4,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
103,38,20260113,4,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
104,38,20260113,4,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
105,38,20260113,4,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
106,38,20260113,4,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
107,38,20260113,4,1,amounts,Amounts,0.0,1,0,0,0,1,1,1,0
108,38,20260113,4,1,case_category,Category,0.83,0,0,1,1,1,1,1,0
109,40,20260113,10,1,case_title,Case title,0.95,0,0,1,1,1,1,0,
110,40,20260113,10,1,case_reference,Case reference,0.95,0,0,1,1,1,1,0,
111,40,20260113,10,1,client_name,Client,0.95,0,0,1,1,1,1,0,
112,40,20260113,10,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,0,
113,40,20260113,10,1,document_type,Document type,0.93,0,0,1,1,1,1,0,
114,40,20260113,10,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,0,
115,40,20260113,10,1,important_dates,Dates,0.72,0,0,1,1,1,0,0,
116,40,20260113,10,1,amounts,Amounts,0.72,0,0,1,1,1,1,0,
117,40,20260113,10,1,case_category,Category,0.95,0,0,1,1,1,0,0,
118,43,20260114,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
119,43,20260114,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
120,43,20260114,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
121,43,20260114,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
122,43,20260114,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
123,43,20260114,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
124,43,20260114,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
125,43,20260114,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
126,43,20260114,1,1,case_category,Category,0.9,0,0,1,1,1,1,1,0
127,45,20260114,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
128,45,20260114,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
129,45,20260114,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
130,45,20260114,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
131,45,20260114,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
132,45,20260114,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
133,45,20260114,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
134,45,20260114,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
135,45,20260114,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
136,50,20260116,3,1,case_title,Case title,0.948,0,0,1,1,1,1,0,
137,50,20260116,3,1,case_reference,Case reference,0.948,0,0,1,1,1,1,0,
138,50,20260116,3,1,client_name,Client,0.948,0,0,1,1,1,0,0,
139,50,20260116,3,1,opposing_party,Opposing party,0.719,0,0,1,1,1,0,0,
140,50,20260116,3,1,document_type,Document type,0.719,0,0,1,1,1,1,0,
141,50,20260116,3,1,jurisdiction,Jurisdiction,0.719,0,0,1,1,1,1,0,
142,50,20260116,3,1,important_dates,Dates,0.948,0,0,1,1,1,0,0,
143,50,20260116,3,1,amounts,Amounts,0.0,1,0,1,0,1,0,0,
144,50,20260116,3,1,case_category,Category,0.85,0,0,1,1,1,1,0,
145,53,20260116,2,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
146,53,20260116,2,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
147,53,20260116,2,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
148,53,20260116,2,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
149,53,20260116,2,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
150,53,20260116,2,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
151,53,20260116,2,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
152,53,20260116,2,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
153,53,20260116,2,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
154,56,20260116,3,1,case_title,Case title,0.945,0,0,1,1,1,1,1,0
155,56,20260116,3,1,case_reference,Case reference,0.945,0,0,1,1,1,1,1,0
156,56,20260116,3,1,client_name,Client,0.945,0,0,1,1,1,1,1,0
157,56,20260116,3,1,opposing_party,Opposing party,0.945,0,0,1,1,1,1,1,0
158,56,20260116,3,1,document_type,Document type,0.925,0,0,1,1,1,1,1,0
159,56,20260116,3,1,jurisdiction,Jurisdiction,0.945,0,0,1,1,1,1,1,0
160,56,20260116,3,1,important_dates,Dates,0.716,0,0,1,1,1,1,1,0
161,56,20260116,3,1,amounts,Amounts,0.945,0,0,1,1,1,1,1,0
162,56,20260116,3,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
163,60,20260119,2,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
164,60,20260119,2,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
165,60,20260119,2,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
166,60,20260119,2,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
167,60,20260119,2,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
168,60,20260119,2,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
169,60,20260119,2,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
170,60,20260119,2,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
171,60,20260119,2,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
172,62,20260119,11,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
173,62,20260119,11,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
174,62,20260119,11,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
175,62,20260119,11,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
176,62,20260119,11,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
177,62,20260119,11,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
178,62,20260119,11,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
179,62,20260119,11,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
180,62,20260119,11,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
181,64,20260120,3,1,case_title,Case title,0.945,0,0,1,1,1,0,1,1
182,64,20260120,3,1,case_reference,Case reference,0.945,0,0,1,1,1,1,1,0
183,64,20260120,3,1,client_name,Client,0.945,0,0,1,1,1,1,1,0
184,64,20260120,3,1,opposing_party,Opposing party,0.945,0,0,1,1,1,1,1,0
185,64,20260120,3,1,document_type,Document type,0.717,0,0,1,1,1,1,1,0
186,64,20260120,3,1,jurisdiction,Jurisdiction,0.945,0,0,1,1,1,1,1,0
187,64,20260120,3,1,important_dates,Dates,0.945,0,0,1,1,1,0,1,1
188,64,20260120,3,1,amounts,Amounts,0.945,0,0,1,1,1,1,1,0
189,64,20260120,3,1,case_category,Category,0.88,0,0,1,1,1,1,1,0
190,68,20260121,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
191,68,20260121,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
192,68,20260121,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
193,68,20260121,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
194,68,20260121,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
195,68,20260121,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
196,68,20260121,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
197,68,20260121,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
198,68,20260121,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
199,72,20260121,11,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
200,72,20260121,11,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
201,72,20260121,11,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
202,72,20260121,11,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
203,72,20260121,11,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
204,72,20260121,11,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
205,72,20260121,11,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
206,72,20260121,11,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
207,72,20260121,11,1,case_category,Category,0.86,0,0,1,1,1,1,1,0
208,76,20260122,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
209,76,20260122,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
210,76,20260122,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
211,76,20260122,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
212,76,20260122,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
213,76,20260122,1,1,jurisdiction,Jurisdiction,0.68,0,0,1,1,1,1,1,0
214,76,20260122,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
215,76,20260122,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
216,76,20260122,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
217,80,20260122,10,1,case_title,Case title,0.947,0,0,1,1,1,0,1,1
218,80,20260122,10,1,case_reference,Case reference,0.0,1,0,1,0,1,0,1,1
219,80,20260122,10,1,client_name,Client,0.947,0,0,1,1,1,1,1,0
220,80,20260122,10,1,opposing_party,Opposing party,0.947,0,0,1,1,1,1,1,0
221,80,20260122,10,1,document_type,Document type,0.927,0,0,1,1,1,1,1,0
222,80,20260122,10,1,jurisdiction,Jurisdiction,0.947,0,0,1,1,1,1,1,0
223,80,20260122,10,1,important_dates,Dates,0.718,0,0,1,1,1,1,1,0
224,80,20260122,10,1,amounts,Amounts,0.947,0,0,1,1,1,1,1,0
225,80,20260122,10,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
226,83,20260123,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
227,83,20260123,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
228,83,20260123,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
229,83,20260123,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
230,83,20260123,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
231,83,20260123,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
232,83,20260123,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
233,83,20260123,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
234,83,20260123,1,1,case_category,Category,0.85,0,0,1,1,1,1,1,0
235,87,20260126,2,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
236,87,20260126,2,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
237,87,20260126,2,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
238,87,20260126,2,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
239,87,20260126,2,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
240,87,20260126,2,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
241,87,20260126,2,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
242,87,20260126,2,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
243,87,20260126,2,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
244,90,20260127,2,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
245,90,20260127,2,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
246,90,20260127,2,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
247,90,20260127,2,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
248,90,20260127,2,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
249,90,20260127,2,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
250,90,20260127,2,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
251,90,20260127,2,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
252,90,20260127,2,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
253,93,20260128,2,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
254,93,20260128,2,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
255,93,20260128,2,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
256,93,20260128,2,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
257,93,20260128,2,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
258,93,20260128,2,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
259,93,20260128,2,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
260,93,20260128,2,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
261,93,20260128,2,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
262,98,20260128,9,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
263,98,20260128,9,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
264,98,20260128,9,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
265,98,20260128,9,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
266,98,20260128,9,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
267,98,20260128,9,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
268,98,20260128,9,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
269,98,20260128,9,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
270,98,20260128,9,1,case_category,Category,0.72,0,0,1,1,1,0,1,1
271,104,20260130,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
272,104,20260130,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
273,104,20260130,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
274,104,20260130,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
275,104,20260130,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
276,104,20260130,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
277,104,20260130,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
278,104,20260130,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
279,104,20260130,1,1,case_category,Category,0.74,0,0,1,1,1,0,1,1
280,107,20260131,3,1,case_title,Case title,0.0,1,0,1,0,1,0,0,
281,107,20260131,3,1,case_reference,Case reference,0.949,0,0,1,1,1,1,0,
282,107,20260131,3,1,client_name,Client,0.949,0,0,1,1,1,1,0,
283,107,20260131,3,1,opposing_party,Opposing party,0.949,0,0,1,1,1,1,0,
284,107,20260131,3,1,document_type,Document type,0.929,0,0,1,1,1,1,0,
285,107,20260131,3,1,jurisdiction,Jurisdiction,0.949,0,0,1,1,1,0,0,
286,107,20260131,3,1,important_dates,Dates,0.719,0,0,1,1,1,1,0,
287,107,20260131,3,1,amounts,Amounts,0.949,0,0,1,1,1,1,0,
288,107,20260131,3,1,case_category,Category,0.95,0,0,1,1,1,1,0,
289,109,20260203,9,2,case_title,Case title,0.85,0,0,1,1,1,1,1,0
290,109,20260203,9,2,case_reference,Case reference,0.85,0,0,1,1,1,1,1,0
291,109,20260203,9,2,client_name,Client,0.85,0,0,1,1,1,1,1,0
292,109,20260203,9,2,opposing_party,Opposing party,0.85,0,0,1,1,1,1,1,0
293,109,20260203,9,2,document_type,Document type,0.85,0,0,1,1,1,1,1,0
294,109,20260203,9,2,jurisdiction,Jurisdiction,0.85,0,0,1,1,1,1,1,0
295,109,20260203,9,2,important_dates,Dates,0.85,0,0,1,1,1,1,1,0
296,109,20260203,9,2,amounts,Amounts,0.85,0,0,1,1,1,1,1,0
297,109,20260203,9,2,case_category,Category,0.95,0,0,1,1,1,1,1,0
298,114,20260204,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
299,114,20260204,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
300,114,20260204,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
301,114,20260204,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
302,114,20260204,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
303,114,20260204,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
304,114,20260204,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
305,114,20260204,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
306,114,20260204,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
307,117,20260204,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
308,117,20260204,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
309,117,20260204,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
310,117,20260204,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
311,117,20260204,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
312,117,20260204,1,1,jurisdiction,Jurisdiction,0.95,0,0,1,1,1,1,1,0
313,117,20260204,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
314,117,20260204,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
315,117,20260204,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
316,120,20260205,1,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
317,120,20260205,1,1,case_reference,Case reference,0.95,0,0,1,1,1,1,1,0
318,120,20260205,1,1,client_name,Client,0.95,0,0,1,1,1,1,1,0
319,120,20260205,1,1,opposing_party,Opposing party,0.95,0,0,1,1,1,1,1,0
320,120,20260205,1,1,document_type,Document type,0.93,0,0,1,1,1,1,1,0
321,120,20260205,1,1,jurisdiction,Jurisdiction,0.68,0,0,1,1,1,1,1,0
322,120,20260205,1,1,important_dates,Dates,0.95,0,0,1,1,1,1,1,0
323,120,20260205,1,1,amounts,Amounts,0.95,0,0,1,1,1,1,1,0
324,120,20260205,1,1,case_category,Category,0.95,0,0,1,1,1,1,1,0
325,124,20260206,2,2,case_title,Case title,0.85,0,0,1,1,1,1,1,0
326,124,20260206,2,2,case_reference,Case reference,0.85,0,0,1,1,1,1,1,0
327,124,20260206,2,2,client_name,Client,0.85,0,0,1,1,1,1,1,0
328,124,20260206,2,2,opposing_party,Opposing party,0.85,0,0,1,1,1,1,1,0
329,124,20260206,2,2,document_type,Document type,0.85,0,0,1,1,1,1,1,0
330,124,20260206,2,2,jurisdiction,Jurisdiction,0.85,0,0,1,1,1,1,1,0
331,124,20260206,2,2,important_dates,Dates,0.85,0,0,1,1,1,1,1,0
332,124,20260206,2,2,amounts,Amounts,0.85,0,0,1,1,1,1,1,0
333,124,20260206,2,2,case_category,Category,0.9,0,0,1,1,1,1,1,0
334,126,20260206,4,1,case_title,Case title,0.95,0,0,1,1,1,1,1,0
